"dota"
{
        "addon_game_name" "Survival Defense"
        "DOTA_Tooltip_ability_magic_finger_lv04" "Finger of Death Lv4"
        "DOTA_Tooltip_ability_magic_finger_lv04_Description" "Normal attacks have a 20% chance to trigger the Lion Finger of Death effect and deal magical damage equal to 90% of attack damage."
        "DOTA_Tooltip_ability_magic_finger_lv05" "Finger of Death Lv5"
        "DOTA_Tooltip_ability_magic_finger_lv05_Description" "Normal attacks have a 20% chance to trigger the Lion Finger of Death effect and deal magical damage equal to 90% of attack damage."
        "DOTA_Tooltip_ability_magic_laguna_lv01" "Laguna Blade Lv1"
        "DOTA_Tooltip_ability_magic_laguna_lv01_Description" "Normal attacks have a 20% chance to trigger the Lina Laguna Blade effect and deal magical damage equal to 100% of attack damage."
        "DOTA_Tooltip_ability_magic_laguna_lv02" "Laguna Blade Lv2"
        "DOTA_Tooltip_ability_magic_laguna_lv02_Description" "Normal attacks have a 20% chance to trigger the Lina Laguna Blade effect and deal magical damage equal to 100% of attack damage."
        "DOTA_Tooltip_ability_magic_laguna_lv03" "Laguna Blade Lv3"
        "DOTA_Tooltip_ability_magic_laguna_lv03_Description" "Normal attacks have a 20% chance to trigger the Lina Laguna Blade effect and deal magical damage equal to 100% of attack damage."
        "DOTA_Tooltip_ability_magic_laguna_lv04" "Laguna Blade Lv4"
        "DOTA_Tooltip_ability_magic_laguna_lv04_Description" "Normal attacks have a 20% chance to trigger the Lina Laguna Blade effect and deal magical damage equal to 100% of attack damage."
        "DOTA_Tooltip_ability_magic_laguna_lv05" "Laguna Blade Lv5"
        "DOTA_Tooltip_ability_magic_laguna_lv05_Description" "Normal attacks have a 20% chance to trigger the Lina Laguna Blade effect and deal magical damage equal to 100% of attack damage."
        "survival_tooltip_effect_per_level" "Effect per level"
        "survival_tooltip_level" "Level {level}"
        "survival_tooltip_max_level" "Maximum level"
        "survival_tooltip_skill_inherited" "Inherited"
        "survival_tooltip_skill_new" "New"
        "survival_tooltip_skill_upgraded" "Upgrade"
        "survival_tooltip_status" "Status"
        "survival_tooltip_status_already_built_arrow_tower" "The Defense Tower has already been built"
        "survival_tooltip_status_already_built_gold_mine" "The Gold Mine has already been built"
        "survival_tooltip_status_already_built_hero_altar" "The Hero Altar has already been built"
        "survival_tooltip_status_already_built_main_city" "The Main City has already been built"
        "survival_tooltip_status_already_built_wall" "The Wall has already been built"
        "survival_tooltip_status_altar_closed" "A hero has been summoned; the altar build option is closed"
        "survival_tooltip_status_altar_stopped" "A hero has been summoned; the altar has stopped working"
        "survival_tooltip_status_buildable" "Ready to build"
        "survival_tooltip_status_cannot_afford" "Not enough resources or population"
        "survival_tooltip_status_choose_tower_class" "Choose a tower class first"
        "survival_tooltip_status_city_level_locked" "Unlocks at Main City Level {level}"
        "survival_tooltip_status_class_complete" "Class change already completed"
        "survival_tooltip_status_class_to_1" "Change class to [N] Death Tower"
        "survival_tooltip_status_class_to_2" "Change class to [N] Mystery Tower"
        "survival_tooltip_status_class_to_3" "Change class to [N] Lightning Tower"
        "survival_tooltip_status_class_to_4" "Change class to [N] Machine Gun Tower"
        "survival_tooltip_status_class_to_5" "Change class to [N] Multi-Attack Tower"
        "survival_tooltip_status_class_to_6" "Change class to [N] Frost Tower"
        "survival_tooltip_status_class_to_7" "Change class to [N] Anti-Air Cannon"
        "survival_tooltip_status_crit_max" "Critical collection chance is at maximum level"
        "survival_tooltip_status_crit_upgrade" "Adds 2% critical collection chance per level"
        "survival_tooltip_status_efficiency_max" "Collection efficiency is at maximum level"
        "survival_tooltip_status_efficiency_upgrade" "Increase gold produced per second"
        "survival_tooltip_status_max_level" "Maximum level reached"
        "survival_tooltip_status_open_altar" "Open the hero selection screen"
        "survival_tooltip_status_rarity_no_max" "This rarity cannot use Max Upgrade"
        "survival_tooltip_status_tower_level_locked" "Unlocks at Defense Tower Level {level}"
        "survival_tooltip_status_upgrade_available" "Ready to upgrade"
        "survival_tooltip_status_upgrade_to" "Upgrade to Level {level}"
        "survival_tooltip_status_upgrade_to_max" "Upgrade to the current stage maximum (target Level {level})"
        "survival_tooltip_status_worker_wood" "Gain {wood} wood per valid attack"
        "survival_tooltip_target_skills" "Target-stage skills"
        "survival_tooltip_unlock_condition" "Unlock requirement"
        "survival_tooltip_upgrade_attack" "Attack damage after upgrade: +{amount}"
        "survival_unlock_main_city_level" "Main City Level {level}"
    "Survival_UpgradeTooltip_Category" "SURVIVAL · BUILDING UPGRADE"
    "Survival_UpgradeTooltip_InProgress" "UPGRADING"
    "Survival_UpgradeTooltip_Unavailable" "UNAVAILABLE"
    "Survival_UpgradeTooltip_ResourceLow" "RESOURCE LOW"
    "Survival_UpgradeTooltip_Available" "AVAILABLE"
        "Survival_UpgradeTooltip_InProgressDetail" "Upgrade completes in 1 second"
        "Survival_UpgradeTooltip_ResourceLowDetail" "Not enough resources · server validates the final cost"
        "Survival_UpgradeField_Level" "Level"
        "Survival_UpgradeField_TargetLevel" "Target level"
        "Survival_UpgradeField_Target" "Upgrade target"
        "Survival_UpgradeField_Health" "Health"
        "Survival_UpgradeField_Armor" "Armor"
        "Survival_UpgradeField_Attack" "Attack damage"
        "Survival_UpgradeField_AttackSpeed" "Attack speed"
        "Survival_UpgradeField_Population" "Population cap"
        "Survival_UpgradeField_GoldPerSecond" "Gold per second"
        "Survival_UpgradeField_TechnologyLevel" "Technology level"
        "Survival_UpgradeField_Efficiency" "Efficiency"
        "Survival_UpgradeField_CritChance" "Critical chance"
        "Survival_UpgradeField_CritMultiplier" "Critical multiplier"
        "Survival_UpgradeField_ModelStatus" "Model status"
        "Survival_UpgradeModel_Ready" "Ready"
        "Survival_UpgradeModel_Failed" "Failed · keeping current model"
        "Survival_UpgradeModel_Unchanged" "Current model retained"
        "Survival_UpgradeModel_Loading" "Loading"
}
